model,rag,sample_id,is_impossible,gold_question,gold_answer,gen_question,gen_answer,inf_time_sec,rougeL,bleu,chrf,bertscore_f1,cosine_sim,a_in_ctx_ratio,answer_exact_match,answer_rougeL
BARTpho-syllable,RAG,248,False,Vùng đết Iron sau năm 1767 được thống trị bởi quốc gia nào?,Nga,question: Nền văn minh Hy Lạp được truyền bá mạnh sang các nước nào? answer: các nước phương Đông,question: Nền văn minh Hy Lạp được truyền bá mạnh sang các nước nào? answer: các nước phương Đông,1.6044,0.2857,0.0,18.0216,0.7158,0.3258,0.0,0.0,0.0
BARTpho-syllable,RAG,249,False,"Ngày 15 tháng 11 năm 2004, vụ việc được xét xử tại đâu?",phòng số 16 của toà án trừng phạt Paris,question: Vào năm nào thì Tam pháp ty ra đời? answer: 1832,question: Vào năm nào thì Tam pháp ty ra đời? answer: 1832,1.1253,0.1714,0.0,8.8057,0.6269,0.4169,0.0,0.0,0.1379
BARTpho-syllable,RAG,250,False,Hội nghị Yalta vào tháng 2 năm 1945 đã quy định điều gì?,Liên Xô tham gia Chiến tranh Thái Bình Dương,question: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là Chủ tịch Hồ Chí Minh đã dẫn tới thắng lợi của Cách mạng Tháng Tám năm 1945 là nhờ vào điều gì? answer: Sự chuẩn bị chu đáo về lực lượng chính trị và lực lượng vũ trang,question: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là Chủ tịch Hồ Chí Minh đã dẫn tới thắng lợi của Cách mạng Tháng Tám năm 1945 là nhờ vào điều gì? answer: Sự chuẩn bị chu đáo về lực lượng chính trị và lực lượng vũ trang,2.8921,0.2366,0.0,22.9071,0.6676,0.4611,0.0,0.0,0.1556
BARTpho-syllable,RAG,251,False,Kết quả cuối cùng của Nam Ossetia là gì?,Nam Ossetia trở thành một phần của nước Cộng hòa Dân chủ Gruzia Menshevik,question: Đế quốc Nga sáp nhập Nam Ossetia vào năm nào? answer: 1801,question: Đế quốc Nga sáp nhập Nam Ossetia vào năm nào? answer: 1801,1.2118,0.2581,0.0,28.4942,0.7292,0.5677,0.0,0.0,0.2
BARTpho-syllable,RAG,252,False,Danh tiếng của Mitterrand tăng lên nhờ đâu?,Lợi dụng những khó khăn của nội các Chirac,question: Nguyên nhân dẫn tới thắng lợi của Cách mạng Tháng Tám năm 1945 là gì? answer: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là Chủ tịch Hồ Chí Minh,question: Nguyên nhân dẫn tới thắng lợi của Cách mạng Tháng Tám năm 1945 là gì? answer: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là Chủ tịch Hồ Chí Minh,1.945,0.2121,0.0,15.9744,0.6417,0.3641,0.0,0.0,0.2571
BARTpho-syllable,RAG,253,False,Tại sao nạn thất nghiệp chỉ có thế biến mất khi và chỉ khi xảy ra chiến tranh thế giới thứ hai?,những người thất nghiệp trước đây được tuyển mộ quân dịch,question: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi như thế nào? answer: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi,question: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi như thế nào? answer: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi,1.8311,0.3188,0.0,22.8804,0.6473,0.3677,0.0,0.0,0.2105
BARTpho-syllable,RAG,254,False,"Theo số liệu của UNICEF, số lượng người Iraq thiệt mạng mỗi năm tăng thêm bao nhiêu vì lệnh trừng phạt kinh tế?",90.000,question: Chỉ số đổi mới sáng tạo toàn cầu là gì? answer: Đánh giá năng lực đổi mới của các nền kinh tế,question: Chỉ số đổi mới sáng tạo toàn cầu là gì? answer: Chỉ số đánh giá năng lực đổi mới của các nền kinh tế,1.697,0.3099,0.0,15.1794,0.6528,0.171,0.0,0.0,0.0
BARTpho-syllable,RAG,255,False,"Vào tháng 2 năm 1935, Mitterrand đã làm gì?","tham gia vào các cuộc tuần hành bài ngoại chống lại ""sự xâm lăng métèque""",question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52 - Bài 10: Khái quát về công cuộc Đổi mới từ năm 1986 đến nay,question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52 - Bài 10: Khái quát về công cuộc Đổi mới từ năm 1986 đến nay,2.2984,0.1449,0.0,15.8497,0.6293,0.4672,0.0,0.0,0.2824
BARTpho-syllable,RAG,256,False,Mitterrand nhanh chóng quay trở lại với chính trị sau sự kiện nào?,Sau cuộc thế chiến,question: Đảng Lao động Việt Nam ra đời vào năm nào? answer: 1951,question: Đảng Lao động Việt Nam ra đời vào năm nào? answer: 1951,1.2995,0.3333,0.0,12.8023,0.6751,0.3007,0.0,0.0,0.087
BARTpho-syllable,RAG,257,False,"Trong Bộ Tư pháp của chính phủ Roosevelt, Bộ phận Nhân quyền làm việc cùng với cơ quan nào?",Hội Quốc gia vì Tiến bộ của Người da màu,question: Các bước dài tiến triển trong thời kỳ này đã là nền tảng cho phong trào nhân quyền của người nào? answer: người Mỹ gốc châu Phi,question: Các bước dài tiến triển trong thời kỳ này đã là nền tảng cho phong trào nhân quyền của người nào gốc châu Phi? answer: người Mỹ gốc châu Phi,1.9055,0.32,0.0,20.5744,0.6786,0.3836,0.0,0.0,0.2727
BARTpho-syllable,RAG,258,False,Roosevelt đã chiến thắng chiến dịch tranh cử như thế nào?,"tỉ lệ 55% phiếu bầu phổ thông, thắng 38 trong số 48 tiểu bang",question: Nguyên nhân dẫn tới thắng lợi của Cách mạng Tháng Tám năm 1945 là gì? answer: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là Chủ tịch Hồ Chí Minh,question: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là ai? answer: Chủ tịch Hồ Chí Minh,2.1442,0.2029,0.0,15.3463,0.6756,0.5069,0.0,0.0,0.2128
BARTpho-syllable,RAG,259,False,Cận thần theo Thanh giáo của vua Charles I lo sợ điều gì từ nhà vua?,nhà vua sẽ phục hồi Công giáo,"question: Vấn đề trọng đại được đặt ra đối với vua James là gì? answer: quốc vương Anh có thể là vị vua có quyền lực tuyệt đối như các vương triều châu Âu khác, hay các quyền làm luật và đánh thuế của nhà vua đều bị giới hạn bởi Quốc hội","question: Vấn đề trọng đại được đặt ra đối với vua James là gì? answer: quốc vương Anh có thể là vị vua có quyền lực tuyệt đối như các vương triều châu Âu khác, hay các quyền làm luật và đánh thuế của nhà vua đều bị giới hạn bởi Quốc hội",2.6476,0.1875,0.0,16.5292,0.6824,0.5461,0.0,0.0,0.1395
BARTpho-syllable,RAG,260,False,Những ca sĩ nào của Canada có sự nghiệp đạt đến độ cao thế giới?,"Nelly Furtado, Avril Lavigne, Michael Bublé, Drake, The Weeknd và Justin Bieber","question: Tác phẩm ái quốc sớm nhất của Canada là tác phẩm nào? answer: The Bold Canadian (người Canada Dũng cảm), được viết vào năm 1812","question: Tác phẩm ái quốc sớm nhất của Canada là tác phẩm nào? answer: The Bold Canadian (người Canada Dũng cảm), được viết vào năm 1812",1.9577,0.2333,0.0,20.4353,0.6793,0.4671,0.0,0.0,0.0755
BARTpho-syllable,RAG,261,False,Một trong những hệ quả của cuộc khủng hoảng kinh tế Mĩ năm 1933 là gì?,Hai triệu người trở thành vô gia cư,question: Nền kinh tế Đại Việt sau chiến tranh như thế nào? answer: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi,question: Nền kinh tế Đại Việt sau chiến tranh như thế nào? answer: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi,1.6192,0.1786,0.0,13.5765,0.6568,0.3817,0.0,0.0,0.1364
BARTpho-syllable,RAG,262,False,Gaston Jèze là ai?,"giáo sư luật Gaston Jèze, người từng được chỉ định làm cố vấn pháp lý của Negus tại Ethiopia tháng 1 năm 1936",question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52 - Bài 10: Khái quát về công cuộc Đổi mới từ năm 1986 đến nay,question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52 - Bài 10: Khái quát về công cuộc Đổi mới từ năm 1986 đến nay,2.1748,0.0323,0.0,6.112,0.6139,0.0533,0.0,0.0,0.2609
BARTpho-syllable,RAG,263,False,Số người trong độ tuổi lao động không có việc làm ở Puerto Rico chiếm bao nhiêu phần trăm?,"11,7%",question: Nền kinh tế Đại Việt sau chiến tranh như thế nào? answer: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi,"question: Nền kinh tế Đại Việt sau chiến tranh như thế nào? answer: đã được phục hồi. Tuy vậy, chế độ ruộng đất vẫn tồn tại nhiều hạn chế, bất cập. Một bộ phận nông dân thiếu ruộng đất canh tác, nguồn thu của nhà nước bị ảnh hưởng. Trong xã hội, nạn cường hào lộng hành và quan lại tham ô, nhũng nhiễu ngày càng nhức nhối, tình trạng coi thường pháp luật trở nên phổ biến",3.1101,0.1695,0.0,13.2666,0.6228,0.1944,0.0,0.0,0.0
BARTpho-syllable,RAG,264,False,Điều gì đã chuyển biến đảng từ một tổ chức tinh duệ số ít thành một đảng lớn với sức lôi cuốn toàn quốc?,Một tổ chức có giai cấp của các uỷ ban được thành lập,question: Quốc dân Đại hội được tổ chức lại dưới sự lãnh đạo của ai? answer: Dưới sự lãnh đạo của Gandhi,question: Quốc dân Đại hội được tổ chức lại dưới sự lãnh đạo của ai? answer: Dưới sự lãnh đạo của Gandhi,1.4804,0.2857,0.0,15.0791,0.6586,0.4983,0.0,0.0,0.2264
BARTpho-syllable,RAG,265,False,Loại hình thể thao nào chiếm vị trí thứ nhất ở Puerto Rico?,Bóng chày,question: Đại hội thể thao nổi tiếng ở Hy Lạp cổ đại được tổ chức bốn năm một lần vào mùa hè ở đâu? answer: Ôlim-pi-,question: Đại hội thể thao nổi tiếng ở Hy Lạp cổ đại được tổ chức bốn năm một lần vào mùa hè ở đâu? answer: Ôlim-pi-,1.6671,0.2642,0.0,21.334,0.6772,0.3266,0.0,0.0,0.1
BARTpho-syllable,RAG,266,False,Khi nào thì tỉnh Québec được chia làm hai vùng?,1791,"question: Vào giữa thế kỉ XVIII, người Anh đã giành được những thuộc địa nào? answer: 13 thuộc địa dọc theo bờ Đại Tây Dương ở Bắc Mỹ","question: Vào năm 1625, Sác-lơ I lên làm vua với chỗ dựa là tầng lớp nào? answer: tầng lớp quý tộc và Giáo hội Anh",1.8516,0.1887,0.0,14.0059,0.6845,0.3978,0.0,0.0,0.0
BARTpho-syllable,RAG,267,False,"Vào ngày 15 tháng 1 năm 1934, điều gì đã xảy ra?",một cơn động đất xảy ra tại Bihar,"question: Nội dung chính của các cuộc khởi nghĩa tiêu biểu trong thời kì Bắc thuộc là gì? answer: Trình bày được bối cảnh lịch sử, trình bày được diễn biến chính và nêu được ý nghĩa của khởi nghĩa Lam Sơn","question: Nội dung chính của các cuộc khởi nghĩa tiêu biểu trong thời kì Bắc thuộc là gì? answer: Trình bày được bối cảnh lịch sử, trình bày được diễn biến chính và nêu được ý nghĩa của khởi nghĩa Lam Sơn",2.4365,0.1163,0.0,8.6099,0.609,0.405,0.0,0.0,0.0741
BARTpho-syllable,RAG,268,False,Ý kiến của Gruzia trong việc tăng cường sự hiện diện của Nga là gì?,phản đối,"question: Các việc hộ tịch, tiền thóc, ngục tụng đều được làm chung thành số sách của một lộ, đến cuối năm báo lên sảnh để làm bằng cứ mà khảo xét","question: Các việc hộ tịch, tiền thóc, ngục tụng đều được làm chung thành số sách của một lộ, đến cuối năm báo lên sảnh để làm bằng cứ mà khảo xét",1.9132,0.2973,0.0,13.8695,0.6183,0.1285,0.0,0.0,0.0727
BARTpho-syllable,RAG,269,False,Mitterrand giúp một Đạo luật đi vào hoạt động vào thời gian nào?,Tháng 2 năm 1986,question: Hiệp ước nào đã được ký kết vào ngày 7 tháng 2 năm 1992? answer: Hiệp ước Maastricht,question: Hiệp ước nào đã được ký kết vào ngày 7 tháng 2 năm 1992? answer: Hiệp ước Maastricht,1.5546,0.3404,0.0,13.5612,0.7078,0.2966,0.0,0.0,0.3125
BARTpho-syllable,RAG,270,False,Số lượng quân lính mà Hoa Kỳ đã triệu tập lên đến con số bao nhiêu?,500.000 quân,question: Trận đánh quyết định giữa quân Tây Sơn và quân Xiêm diễn ra vào ngày nào? answer: 19-1-1785,question: Trận đánh quyết định giữa quân Tây Sơn và quân Xiêm diễn ra vào ngày nào? answer: 19-1-1785,1.5391,0.2182,0.0,14.1232,0.6477,0.4297,0.0,0.0,0.1081
BARTpho-syllable,RAG,271,False,Ai là người đứng đầu Mông Cổ kể từ ngày 26 tháng 1 năm 1952?,Yumjaagiin Tsedenbal,question: Ai là người lãnh đạo Đảng Cộng sản Đông Dương? answer: Chủ tịch Hồ Chí Minh,question: Ai là người lãnh đạo Đảng Cộng sản Đông Dương? answer: Chủ tịch Hồ Chí Minh,1.5552,0.3721,0.0,22.0358,0.6735,0.7276,0.0,0.0,0.0
BARTpho-syllable,RAG,272,False,Tại Texas có bao nhiêu thành phố có dân số lớn hơn 600.000 người vào năm 2010?,sáu thành phố,question: Thành phố Phờ-lo-ren trở thành nơi khởi nguồn của văn minh thời Phục hưng là nhờ vào điều gì? answer: vai trò của dòng họ Mê-đi-xi,question: Thành phố Phờ-lo-ren trở thành nơi khởi nguồn của văn minh thời Phục hưng là nhờ vào điều gì? answer: vai trò của dòng họ Mê-đi-xi,2.1011,0.2778,0.0,17.7277,0.6291,0.2167,0.0,0.0,0.12
BARTpho-syllable,RAG,273,False,Người rót rượu cho Hoàng đế phải đứng trong tư thế như thế nào?,phải quỳ trên một đầu gối,"question: Những cơ quan, chức quan nào bị bãi bỏ? answer: những cơ quan, chức quan có nhiều quyền lực","question: Những cơ quan, chức quan nào bị bãi bỏ? answer: những cơ quan, chức quan có nhiều quyền lực",1.4619,0.1667,0.0,9.8,0.6486,0.2819,0.0,0.0,0.1026
BARTpho-syllable,RAG,274,False,"Trong ngày lễ Thánh Barthelemy, có bao nhiêu tín đồ Tin Lành bị Kito giáo giết?",2 ngàn tới 10 ngàn,question: Cuộc kháng chiến chống thực dân Pháp diễn ra trong khoảng thời gian nào? answer: 1945-1954,question: Cuộc kháng chiến chống thực dân Pháp diễn ra trong khoảng thời gian nào? answer: 1945-1954,1.5705,0.1961,0.0,14.2895,0.6345,0.4089,0.0,0.0,0.2162
BARTpho-syllable,RAG,275,False,Vì sao các ưu thế trong công nghệ quân sự của liên minh không được phát huy tốt khi chiến đấu nội thành?,có thể gây ra những thương vong đáng kể đối với các lực lượng tấn công,"question: Vì sao các cuộc kháng chiến không thành công trong lịch sử Việt Nam? answer: Lực lượng địch quá mạnh, có ưu thế tuyệt đối về quân số, vũ khí, phương tiện chiến tranh","question: Vì sao các cuộc kháng chiến không thành công trong lịch sử Việt Nam? answer: Lực lượng địch quá mạnh, có ưu thế tuyệt đối về quân số, vũ khí, phương tiện chiến tranh",2.0946,0.3488,0.0,33.8437,0.7351,0.5805,0.0,0.0,0.2857
